Name,Icon (Male),Icon (Female),Equip Slot,Caption,Weight,Damage Negation (Physical),Damage Negation (VS Strike),Damage Negation (VS Slash),Damage Negation (VS Pierce),Damage Negation (Magic),Damage Negation (Fire),Damage Negation (Lightning),Damage Negation (Holy),Immunity (Poison and Rot),Robustness (Blood),Frost,Focus (Madness),Sleep,Vitality (Death Blight),Poise,Sell Price,Drop Type,Obtainable,ID,Armor Set ID,Armor ID,Icon ID (Male),Icon ID (Female),Model ID,Armor Category,Sort Group ID,Sort ID,Resident SpEffect ID [1],Resident SpEffect ID [2],Resident SpEffect ID [3],Hidden Effect,Physical Negation (Raw),Strike Negation (Raw),Slash Negation (Raw),Pierce Negation (Raw),Magic Negation (Raw),Fire Negation (Raw),Lightning Negation (Raw),Holy Negation (Raw),Info (Unused)
Leather Boots,,-,Leg,"Lightweight and battle-proven leather boots worn by a savvy soldier.

Many admire the wearer of this armor for his chivalrous and forthright spirit.",4.4,4.5,5.4,4.5,5.0,5.4,5.4,5.8,5.8,37,22,-,26,-,31,1,100,White,Yes,1400300,140,0300,14973,14973,1560,3,40,803010,-1,-1,-1,,0.955,0.955,0.946,0.95,0.946,0.946,0.942,0.942,Dirty boots worn by bandits
Warrior Greaves,,-,Leg,"Greaves of a nomadic warrior.
Crafted from sturdy leather.",4.8,5.4,5.4,4.5,4.5,5.8,6.2,6.8,5.4,39,26,-,31,-,31,4,100,White,Yes,670300,67,0300,14033,14033,1290,3,40,803020,-1,-1,-1,,0.946,0.955,0.946,0.955,0.942,0.938,0.932,0.946,Greaves of a nomadic warrior
Noble's Trousers,,-,Leg,"White trousers of superior craftsmanship.
Worn by expatriated royalty.

A gift of such rare beauty, a royal wouldn't disgrace their illustrious heritage even if found dead, in a ditch, in the middle of nowhere, while wearing such splendid raiment.",3.9,3.4,3.8,3.4,3.8,7.6,7.7,7.4,7.6,29,15,-,47,-,51,1,500,White,Yes,740300,74,0300,14133,14133,1390,3,40,803030,-1,-1,-1,,0.966,0.966,0.962,0.962,0.924,0.923,0.926,0.924,Trousers of expatriated royalty
War Surgeon Trousers,,-,Leg,"Bloodstained trousers of the war surgeons who were effectively mercy killers.

Of the surgeons that were abducted by the Lord of Blood, none were able to tame the accursed blood.
None but Varré, that is; though he was an exception.",4.2,3.9,4.4,4.9,3.9,5.3,5.7,6.1,5.7,33,23,-,28,-,31,3,100,White,Yes,680300,68,0300,14043,14043,1300,3,40,803040,-1,-1,-1,,0.961,0.951,0.956,0.961,0.947,0.943,0.939,0.943,Physician's trousers made from thick leather
Nomadic Merchant's Trousers,,-,Leg,"Trousers of the nomadic merchants.

These merchants once thrived as the Great Caravan, but after being accused of heretical beliefs, their entire clan was rounded up and buried alive far underground.

Then, they chanted a curse of despair, and summoned the flame of frenzy.",4.4,4.5,5.0,4.0,3.8,5.4,5.4,5.4,5.0,35,20,-,44,-,29,2,100,White,Yes,250300,25,0300,13323,13323,1710,3,40,803050,-1,-1,-1,,0.955,0.96,0.95,0.962,0.946,0.946,0.946,0.95,Peddler Kalé's trousers
Bandit Boots,,-,Leg,"Leather boots worn by bandits.

Light for ease of movement, and supple for masking sound. In trade, they offer little damage negation.",4.4,4.0,4.5,5.0,5.0,5.4,5.4,5.8,5.0,34,20,-,35,-,35,2,100,White,Yes,930300,93,0300,14533,14533,1450,3,40,803060,-1,-1,-1,,0.96,0.95,0.955,0.95,0.946,0.946,0.942,0.95,Trousers worn by followers of the deadly birds
Confessor Boots,,-,Leg,"Leather boots of the church confessors.

The churches outside the Lands Between, dedicated to the teachings of the Two Fingers, send confessors out to follow the guidance of grace.

The confessors are loyal servants to the Two Fingers, ready to hunt down and quietly dispose of their enemies.",4.8,4.5,5.8,4.5,5.0,6.2,6.2,6.8,5.4,37,29,-,29,-,31,3,100,White,Yes,880300,88,0300,14423,14423,1400,3,40,803070,-1,-1,-1,,0.955,0.955,0.942,0.95,0.938,0.938,0.932,0.946,Boots of those who kill for a living
Omenkiller Boots,,-,Leg,Stiff leather boots worn by the Omenkillers.,4.4,5.0,4.5,4.0,4.0,5.0,5.4,6.5,5.8,41,17,-,29,-,29,4,200,White,Yes,1890300,189,0300,15273,15273,2530,3,40,803080,-1,-1,-1,,0.95,0.96,0.955,0.96,0.95,0.946,0.935,0.942,Boots worn by Executioners
Foot Soldier Greaves,,-,Leg,"Metal greaves that have already been mended countless times.
Widely issued to foot soldiers in a lord's army.",5.1,5.4,5.8,5.4,5.4,6.2,6.5,6.8,6.2,39,26,-,34,-,34,4,200,White,Yes,1830300,183,0300,15213,15213,2450,3,50,804000,-1,-1,-1,,0.946,0.946,0.942,0.946,0.938,0.935,0.932,0.938,Greaves used by Stormveil Soldiers
Vulgar Militia Greaves,,-,Leg,"Greaves worn by lean, mean, and filthy militiamen.

Freshly-singed battlegrounds effusing with the stench of the dead. Forbidden lands that will be excised from the memory of history. This is where the vulgar militia serve, as untiring, unsung watchkeepers.",5.1,5.4,6.2,5.8,5.0,6.2,6.2,6.5,6.2,44,24,-,34,-,34,4,10,White,Yes,420300,42,0300,13603,13603,1930,3,50,804010,-1,-1,-1,,0.946,0.942,0.938,0.95,0.938,0.938,0.935,0.938,Boots worn by wandering soldiers
Duelist Greaves,,-,Leg,"Greaves encircled by bronze snakes.
Worn by gladiators who were driven from the colosseum. The wearer becomes a slightly easier target for foes.

The snake is viewed as a traitor to the Erdtree, and the audience delighted in seeing these bronze effigies beaten and battered.",7.3,8.0,7.1,8.0,7.4,5.8,6.8,5.4,6.2,29,31,-,15,-,15,11,200,White,Yes,310300,31,0300,13433,13433,1770,3,50,804020,6031030,-1,-1,,0.92,0.92,0.929,0.926,0.942,0.932,0.946,0.938,Bronze anklets adorned with snakes
Rotten Duelist Greaves,,-,Leg,"Greaves wrapped with bronze snakes, eaten through by scarlet rot.

Worn by gladiators who were driven from the colosseum.
The wearer becomes a slightly easier target for foes.",7.3,7.4,6.2,7.7,7.1,6.2,6.5,5.8,6.2,35,35,-,15,-,15,10,200,White,Yes,2000300,200,0300,15413,15413,1775,3,50,804030,6200030,-1,-1,,0.926,0.923,0.938,0.929,0.938,0.935,0.942,0.938,Scarlet-bronze bracelet depicting coiled snakes
Nox Greaves,,-,Leg,"Monastic greaves of the Eternal City.

Long ago, the Nox invoked the ire of the Greater Will, and were banished deep underground. Now they live under a false night sky, in eternal anticipation of their liege. Of the coming age of the stars. And their Lord of Night.",5.1,5.4,5.8,5.4,5.0,7.1,6.8,6.8,5.8,39,26,-,31,-,31,4,200,White,Yes,290300,29,0300,13393,13393,1750,3,50,804040,-1,-1,-1,,0.946,0.946,0.942,0.95,0.929,0.932,0.932,0.942,Waistcloth worn by members of the Empyrean family
Champion Gaiters,,-,Leg,"Gaiters formed only with leather straps.
Common wear in the badlands.",3.9,3.8,5.0,4.0,4.5,4.5,5.4,5.8,5.4,31,20,-,26,-,24,3,100,White,Yes,730300,73,0300,14123,14123,1380,3,50,804050,-1,-1,-1,,0.962,0.96,0.95,0.955,0.955,0.946,0.942,0.946,Gaiters formed only of leather straps
Chain Leggings,,-,Leg,"Leggings made of woven chain.
Standard issue for ordinary soldiers.

Though plain in appearance, they offer dependable protection.",5.5,6.8,5.0,7.4,6.8,4.0,6.2,3.4,4.5,16,26,-,7,-,11,7,200,White,Yes,1100300,110,0300,14893,14893,1540,3,60,805000,-1,-1,-1,,0.932,0.926,0.95,0.932,0.96,0.938,0.966,0.955,Greaves made of woven chain
Godrick Soldier Greaves,,-,Leg,"Greaves worn by soldiers loyal to Godrick the Grafted.
Rust-worn and stained through unending conflict.",6.6,7.4,6.5,7.4,7.1,5.8,6.2,4.5,5.4,20,34,-,14,-,14,10,100,White,Yes,1700300,170,0300,15013,15013,2320,3,60,805010,-1,-1,-1,,0.926,0.926,0.935,0.929,0.942,0.938,0.955,0.946,Greaves used by Stormveil Knights
Raya Lucarian Greaves,,-,Leg,"Greaves worn by Raya Lucaria Academy soldiers.
Rust-worn and stained through unending conflict.",6.6,7.4,6.2,7.7,7.4,6.2,6.2,4.0,5.0,20,34,-,14,-,14,10,100,White,Yes,1710300,171,0300,15023,15023,2330,3,60,805020,-1,-1,-1,,0.926,0.923,0.938,0.926,0.938,0.938,0.96,0.95,Greaves used by Raya Lucaria Academy Knights
Radahn Soldier Greaves,,-,Leg,"Greaves worn by soldiers who fought by General Radahn's side.
Rust-worn and stained through unending conflict.",6.6,7.7,6.2,7.1,6.8,5.8,6.5,4.5,5.4,20,31,-,14,-,15,10,100,White,Yes,1730300,173,0300,15043,15043,2350,3,60,805030,-1,-1,-1,,0.923,0.929,0.938,0.932,0.942,0.935,0.955,0.946,Greaves used by Caelid Wilds Knights
Leyndell Soldier Greaves,,-,Leg,"Greaves worn by soldiers sworn to defend the royal capital of Leyndell.
Rust-worn and stained through unending conflict.",6.6,7.4,6.8,7.1,7.4,5.4,5.8,5.0,5.4,20,34,-,14,-,14,10,100,White,Yes,1720300,172,0300,15033,15033,2340,3,60,805040,-1,-1,-1,,0.926,0.929,0.932,0.926,0.946,0.942,0.95,0.946,Greaves used by Capital Knights
Haligtree Greaves,,-,Leg,"Greaves worn by soldiers sworn to the Haligtree.
Rust-worn and stained through unending conflict.",6.6,7.4,6.8,7.1,7.4,5.4,5.8,4.5,5.8,20,34,-,14,-,15,9,100,White,Yes,1750300,175,0300,15063,15063,2370,3,60,805050,-1,-1,-1,,0.926,0.929,0.932,0.926,0.946,0.942,0.955,0.942,Greaves used by Knights of Miquella
Mausoleum Greaves,,-,Leg,"Greaves worn by headless soldiers who endlessly guard the Wandering Mausoleum.
Rust-worn and stained through unending conflict.",6.6,7.4,6.2,7.7,7.1,5.8,5.8,5.0,5.8,20,31,-,14,-,13,11,100,White,Yes,1740300,174,0300,15053,15053,2360,3,60,805060,-1,-1,-1,,0.926,0.923,0.938,0.929,0.942,0.942,0.95,0.942,Greaves used by Mausoleum Knights
Exile Greaves,,-,Leg,"Damaged iron greaves.
Worn by soldiers sent to the penal colonies.",5.7,7.1,5.4,7.4,7.1,4.5,6.2,3.8,5.4,17,34,-,13,-,11,8,100,White,Yes,190300,19,0300,13213,13213,1640,3,60,805070,-1,-1,-1,,0.929,0.926,0.946,0.929,0.955,0.938,0.962,0.946,Iron greaves worn by salt winds and battle
Kaiden Trousers,,-,Leg,"Trousers worn by Kaiden sellswords.

These hulking, fearless mercenaries, said to hail from the mountaintops of the wintry north, are adept at fighting on horseback.
Kaiden is the name of their home settlement.",5.1,6.5,4.5,6.5,6.5,4.0,4.5,3.8,4.0,15,26,-,7,-,7,7,100,White,Yes,50300,5,0300,13013,13013,1840,3,60,805080,-1,-1,-1,,0.935,0.935,0.955,0.935,0.96,0.955,0.962,0.96,Trousers worn by Kaiden sellswords
Land of Reeds Greaves,,-,Leg,"Greaves wrapped in tough leather.
Worn by warriors of the Land of Reeds.",5.1,5.0,5.4,6.8,5.4,5.8,6.5,6.8,6.2,37,31,-,31,-,34,4,200,White,Yes,870300,87,0300,14393,14393,1360,3,60,805090,-1,-1,-1,,0.95,0.932,0.946,0.946,0.942,0.935,0.932,0.938,Greaves of a warrior from the land of reeds
White Reed Greaves,,-,Leg,"Greaves of the White Reeds, fashioned from banded iron plates.
Worn by the Inaba, head disciples of the great swordsman Okina.

The Inaba traveled in pursuit of not only the master who abandoned them, but also proper deaths, won honorably through hard-fought combat.
To be a White Reed is to seek death; fitting for the Inaba, who desired nothing more than to die by the sword.",5.1,5.4,5.8,6.5,5.0,6.2,6.2,6.8,5.8,41,26,-,34,-,31,4,200,Purple,Yes,872300,87,2300,14413,14413,1365,3,60,805100,-1,-1,-1,,0.946,0.935,0.942,0.95,0.938,0.938,0.932,0.942,Greaves of a land of reeds veteran warrior
Ronin's Greaves,,-,Leg,"Greaves of the man who calls himself Shabriri.
Highly functional and heavily worn.

The man, once known as Yura, kept a woman in the deepest reaches of his heart.",5.7,6.2,6.2,6.5,6.2,6.8,7.1,7.3,6.8,46,35,-,36,-,38,5,200,White,Yes,150300,15,0300,13143,13143,1190,3,60,805110,-1,-1,-1,,0.938,0.935,0.938,0.938,0.932,0.929,0.927,0.932,Bloody Finger Hunter Yura's greaves
Eccentric's Breeches,,-,Leg,"The knight Jerren's breeches.

Jerren preferred a nomadic existence, but after spending time as a guest of the Carian royals, he became the guest commander for General Radahn.

And for the first time, the restless tumbleweed would be bound by honorable oath.",5.1,6.5,4.5,6.2,6.5,4.5,5.0,3.0,4.0,15,31,-,7,-,7,6,100,White,Yes,940300,94,0300,14553,14553,1460,3,60,805120,-1,-1,-1,,0.935,0.938,0.955,0.935,0.955,0.95,0.97,0.96,"Deathwatch, Jerren's tights"
Blue Silver Mail Skirt,,-,Leg,"Chainmail skirt crafted with blue silver.
Worn by the wolf-riding Albinauric archers.

Blue silver is a metal born from the same mother as the archers themselves, and provides protection from magic and frost.",5.5,6.8,5.0,7.1,6.2,5.8,5.4,4.0,4.0,15,35,-,7,-,7,7,500,White,Yes,240300,24,0300,13303,13303,1700,3,60,805130,-1,-1,-1,,0.932,0.929,0.95,0.938,0.942,0.946,0.96,0.96,Chainmail skirt made of motherly silver
Fire Monk Greaves,,-,Leg,"Black iron greaves featuring a flame motif.
Attire of the Fire Monks.

The Fire Monks are guardians of the flame of ruin, forbidden by the Erdtree and said to be kept high in the Mountaintops of the Giants.",7.3,8.0,7.1,7.7,7.1,6.2,7.6,5.4,5.4,20,34,-,15,-,15,10,100,White,Yes,350300,35,0300,13503,13503,1820,3,60,805140,-1,-1,-1,,0.92,0.923,0.929,0.929,0.938,0.924,0.946,0.946,Fire Monk greaves which resemble flames
Blackflame Monk Greaves,,-,Leg,"Black iron greaves featuring a flame motif.
Attire of the Blackflame Monks.

The Blackflame Monks, enthralled by the god-slaying black flame, became traitors, abandoning their posts as guardians. The seduction of a taboo is never easily spurned.",7.3,7.7,6.5,8.4,7.4,5.8,7.4,4.5,5.8,20,34,-,13,-,20,11,100,White,Yes,351300,35,1300,13513,13513,1825,3,60,805150,-1,-1,-1,,0.923,0.916,0.935,0.926,0.942,0.926,0.955,0.942,Godskin Monk greaves which resemble flames
Zamor Legwraps,,-,Leg,"Legwraps worn by knights of Zamor, hailed as heroes in the War against the Giants.

These long-lived warriors, clad in biting, freezing winds, are said to have been the mortal enemies of the Fire Giants since time immemorial.",5.1,6.5,5.0,6.8,5.8,4.5,4.5,3.0,4.0,11,37,-,0,-,7,7,500,White,Yes,1070300,107,0300,14813,14813,2260,3,60,805160,-1,-1,-1,,0.935,0.932,0.95,0.942,0.955,0.955,0.97,0.96,Waistcloth worn by an ancient hero
Black Knife Greaves,,-,Leg,"Greaves used by the Black Knife Assassins.
Crafted with scale armor that makes no sound.

The assassins that carried out the deeds of the Night of the Black Knives were all women, and rumored to be Numen who had close ties with Marika herself.",5.7,6.5,6.2,7.1,7.1,5.0,5.4,3.8,6.5,17,29,-,14,-,14,8,500,White,Yes,180300,18,0300,13193,13193,1610,3,60,805170,-1,-1,-1,,0.935,0.929,0.938,0.929,0.95,0.946,0.962,0.935,Greaves used by the Black Blade Assassins
Malenia's Greaves,,-,Leg,"Greaves made of unalloyed gold.
Worn by Malenia, Blade of Miquella.

Malenia awaited Miquella at the foot of the husk.

""My brother will keep his promise. He possesses the wisdom, the allure, of a god—he is the most fearsome Empyrean of all.""",5.7,7.1,5.4,7.4,6.5,4.5,5.4,3.8,6.2,31,26,-,11,-,11,8,2000,White,Yes,770300,77,0300,14173,14173,1630,3,60,805180,-1,-1,-1,,0.929,0.926,0.946,0.935,0.955,0.946,0.962,0.938,Greaves of Arbitress Malenia
Elden Lord Greaves,,-,Leg,"Greaves of Godfrey, the first Elden Lord.

The age of the Erdtree began amongst conflict, when Godfrey was lord of the battlefield.

He led the War against the Giants. Faced the Storm Lord, alone. And then, there came a moment. When his last worthy enemy fell. And it was then, as the story is told, that the hue of Lord Godfrey's eyes faded.",5.5,6.5,5.8,6.2,6.8,4.5,6.2,3.8,4.0,16,31,-,7,-,11,7,2000,White,Yes,460300,46,0300,13653,13653,2000,3,60,805190,-1,-1,-1,,0.935,0.938,0.942,0.932,0.955,0.938,0.962,0.96,"Greaves of Godfrey, the first Elden Lord"
Knight Greaves,,-,Leg,"Iron greaves of an unknown knight.
It is made of thin iron plate.

Such metal armor is heavy, but provides considerable damage negation.",6.6,7.1,6.8,7.7,7.7,6.2,6.2,5.4,5.0,17,31,-,11,-,11,11,200,White,Yes,1500300,150,0300,14993,14993,1570,3,70,806000,-1,-1,-1,,0.929,0.923,0.932,0.923,0.938,0.938,0.946,0.95,Iron greaves worn by foreign knights
Vagabond Knight Greaves,,-,Leg,"Greaves of a knight banished from their motherland.
Dirty and battered after enduring a lengthy vagabond journey.

Metal armor is heavy, but also sturdy, offering significant damage negation.",5.7,7.4,5.8,6.8,6.5,5.0,5.8,4.5,4.5,20,34,-,13,-,13,8,100,White,Yes,660300,66,0300,14013,14013,1280,3,70,806010,-1,-1,-1,,0.926,0.932,0.942,0.935,0.95,0.942,0.955,0.955,Greaves of a banished knight
Carian Knight Greaves,,-,Leg,"Greaves of the enchanted knights that once served the Carian royal family.

The enchanted knights, anointed by the Lunar Queen, were all heroes of the highest honors, but fell into disarray with the decline of the royal family.",6.6,6.8,6.2,7.1,6.8,7.1,6.8,5.4,6.8,17,29,-,13,-,14,7,500,White,Yes,980300,98,0300,14643,14643,1500,3,70,806020,-1,-1,-1,,0.932,0.929,0.938,0.932,0.929,0.932,0.946,0.932,Greaves of enchanted Carian knights
Godrick Knight Greaves,,-,Leg,"Greaves worn by knights loyal to Godrick the Grafted.
Time has yet to dull their luster.",7.3,7.7,6.8,8.0,7.4,6.2,6.8,5.4,6.2,22,35,-,15,-,15,11,200,White,Yes,1770300,177,0300,15093,15093,2390,3,70,806030,-1,-1,-1,,0.923,0.92,0.932,0.926,0.938,0.932,0.946,0.938,Greaves used by Stormveil Elite Knights
Cuckoo Knight Greaves,,-,Leg,"Greaves worn by Raya Lucaria Academy knights.
Time has yet to dull their luster.",7.3,7.7,6.5,8.4,7.7,7.1,6.8,5.0,5.8,20,35,-,15,-,15,11,200,White,Yes,1780300,178,0300,15113,15113,2400,3,70,806040,-1,-1,-1,,0.923,0.916,0.935,0.923,0.929,0.932,0.95,0.942,Greaves of Raya Lucaria Academy Elite Knights
Redmane Knight Greaves,,-,Leg,Black iron greaves worn by knights who fought by General Radahn's side. Time has yet to dull their luster.,7.3,7.7,6.5,7.7,7.1,6.2,7.3,5.4,6.2,22,34,-,15,-,15,11,200,White,Yes,1800300,180,0300,15153,15153,2420,3,70,806050,-1,-1,-1,,0.923,0.923,0.935,0.929,0.938,0.927,0.946,0.938,Greaves used by Elite Caelid Wilds Knights
Gelmir Knight Greaves,,-,Leg,"Greaves worn by knights once loyal to Praetor Rykard.
Time has yet to dull their luster.",7.3,7.7,6.5,8.0,7.7,6.2,7.1,5.8,6.2,22,34,-,15,-,14,11,100,Purple,Yes,1760300,176,0300,15073,15073,2380,3,70,806060,-1,-1,-1,,0.923,0.92,0.935,0.923,0.938,0.929,0.942,0.938,Greaves used by Capital Knights
Leyndell Knight Greaves,,-,Leg,"Greaves worn by knights sworn to defend the royal capital of Leyndell.
Time has yet to dull their luster.",7.3,7.7,7.1,7.7,7.7,5.8,6.5,5.8,6.2,22,35,-,15,-,15,11,200,White,Yes,1790300,179,0300,15133,15133,2410,3,70,806070,-1,-1,-1,,0.923,0.923,0.929,0.923,0.942,0.935,0.942,0.938,Greaves used by Elite Capital Knights
Haligtree Knight Greaves,,-,Leg,"Greaves worn by knights sworn to the Haligtree.
Time has yet to dull their luster.",7.3,7.7,7.1,7.7,7.7,5.8,6.5,5.4,6.5,22,35,-,15,-,15,10,200,Purple,Yes,1820300,182,0300,15193,15193,2440,3,70,806080,-1,-1,-1,,0.923,0.923,0.929,0.923,0.942,0.935,0.946,0.935,Greaves used by Elite Knights of Miquella
Mausoleum Knight Greaves,,-,Leg,"Greaves worn by headless knights who endlessly guard the Wandering Mausoleum.
Time has yet to dull their luster.",7.3,7.7,6.5,8.4,7.4,6.2,6.5,5.8,6.5,22,34,-,15,-,14,12,200,White,Yes,1810300,181,0300,15173,15173,2430,3,70,806090,-1,-1,-1,,0.923,0.916,0.935,0.926,0.938,0.935,0.942,0.935,Greaves used by Elite Mausoleum Knights
Bloodhound Knight Greaves,,-,Leg,"Metal greaves of the Bloodhound Knights.

The Bloodhound Knights are trained as hunters and known to be unshakable trackers.

Without the use of language, each knight chooses his own master.
Once the decision has been made, the knight stays loyal for life.",6.6,7.1,6.5,8.0,7.7,5.4,5.8,4.0,5.8,20,31,-,14,-,14,8,1000,White,Yes,790300,79,0300,14213,14213,1850,3,70,806100,-1,-1,-1,,0.929,0.92,0.935,0.923,0.946,0.942,0.96,0.942,Beast-like greaves of the Bloodhound Knights
Cleanrot Greaves,,-,Leg,"Greaves of the Cleanrot Knights, celebrated for their undefeated campaign in the Shattering.

The Cleanrot Knights vowed to fight alongside Malenia, despite the inevitable, if gradual, putrefaction of their flesh. Their acceptance of their fate made these battles the fiercest of all.",9.3,8.4,7.6,9.2,10.1,7.2,7.3,6.5,7.7,39,41,-,17,-,20,13,200,White,Yes,340300,34,0300,13483,13483,1810,3,70,806110,-1,-1,-1,,0.916,0.908,0.924,0.899,0.928,0.927,0.935,0.923,Greaves of a Wing Knight. Somewhat decayed...
Raging Wolf Greaves,,-,Leg,"Greaves worn by Vargram the Raging Wolf, one of the first Tarnished to visit the Roundtable Hold.

According to the old legends, wolves are the shadows of the Empyrean, and this is what Vargram aspired to be.",6.3,7.5,6.6,7.5,7.2,5.6,6.3,3.8,5.2,19,34,-,11,-,11,9,200,Purple,Yes,860300,86,0300,14373,14373,1350,3,80,807000,-1,-1,-1,,0.925,0.925,0.934,0.928,0.944,0.937,0.962,0.948,Greaves of Vargram the Bloody Wolf
Hoslow's Greaves,,-,Leg,"Garish silver greaves decorated with red embellishments.
Passed down through the Hoslow family.

When Juno Hoslow received an invitation to the Volcano Manor, he discreetly refused.

""I have already walked many a road drenched in blood, yet never would I consider myself a champion.""",7.3,8.0,6.8,7.7,7.1,6.2,6.8,5.8,5.8,24,37,-,15,-,15,10,3000,Purple,Yes,650300,65,0300,13993,13993,1270,3,80,807010,-1,-1,-1,,0.92,0.923,0.932,0.929,0.938,0.932,0.942,0.942,Greaves passed down through the Hoslow family
Twinned Greaves,,-,Leg,"Greaves depicting entwined twins of gold and silver.

The two known as D are inseparable twins.
They are of two bodies and two minds, but one single soul. Not once do they stand together; not one word do they speak to one another.

Perhaps this armor longs to find its way to the other D.",7.3,7.7,7.1,8.4,6.8,6.5,6.5,5.0,5.8,20,34,-,13,-,34,10,1000,Purple,Yes,600300,60,0300,13883,13883,1220,3,80,807020,-1,-1,-1,,0.923,0.916,0.929,0.932,0.935,0.935,0.95,0.942,"Greaves worn by D, Knight of the Golden Order"
